norte,oeste,sul,quartos,area,preco
0,0,1,1.0986122886681096,5.017279836814924,4000.0
0,0,1,1.0986122886681096,4.795790545596741,1700.0
0,1,0,1.3862943611198906,5.860786223465865,12000.0
0,0,1,1.6094379124341003,5.831882477283517,12500.0
0,0,0,1.3862943611198906,5.5254529391317835,1300.0
0,1,0,1.0986122886681096,3.9318256327243257,1300.0
1,0,0,1.3862943611198906,4.51085950651685,1100.0
1,0,0,1.0986122886681096,4.394449154672439,1400.0
1,0,0,1.0986122886681096,4.2626798770413155,1100.0
0,0,1,1.6094379124341003,5.303304908059076,8000.0
0,0,0,1.0986122886681096,4.394449154672439,1300.0
1,0,0,0.6931471805599453,3.713572066704308,700.0
0,1,0,0.6931471805599453,3.4339872044851463,850.0
1,0,0,1.0986122886681096,4.51085950651685,1100.0
0,1,0,1.3862943611198906,4.795790545596741,1500.0
1,0,0,1.0986122886681096,4.2626798770413155,3200.0
1,0,0,1.0986122886681096,4.02535169073515,1000.0
0,0,0,0.6931471805599453,4.110873864173311,1000.0
0,0,0,1.3862943611198906,4.2626798770413155,1600.0
0,0,0,1.0986122886681096,4.2626798770413155,1600.0
0,0,1,1.6094379124341003,5.860786223465865,18000.0
1,0,0,1.0986122886681096,4.110873864173311,1900.0
0,0,0,1.6094379124341003,5.771441123130016,6000.0
0,0,1,1.0986122886681096,4.990432586778736,3200.0
0,1,0,1.6094379124341003,5.638354669333745,9000.0
0,1,0,1.6094379124341003,6.38856140554563,5200.0
0,1,0,0.6931471805599453,3.4339872044851463,700.0
1,0,0,1.9459101490553132,6.016157159698354,6500.0
0,0,0,1.0986122886681096,2.3978952727983707,950.0
0,0,0,1.0986122886681096,4.02535169073515,800.0
0,0,0,0.6931471805599453,2.3978952727983707,500.0
1,0,0,0.6931471805599453,3.713572066704308,750.0
0,0,0,1.0986122886681096,2.3978952727983707,950.0
1,0,0,1.6094379124341003,5.5254529391317835,3500.0
1,0,0,1.6094379124341003,5.993961427306569,13000.0
1,0,0,0.6931471805599453,4.110873864173311,1500.0
0,0,1,1.6094379124341003,6.16541785423142,25000.0
1,0,0,1.0986122886681096,4.23410650459726,790.0
0,1,0,0.6931471805599453,3.9318256327243257,650.0
0,1,0,1.3862943611198906,5.58724865840025,6800.0
0,0,1,1.3862943611198906,5.303304908059076,10000.0
0,0,1,2.1972245773362196,5.308267697401205,10000.0
0,0,1,1.3862943611198906,5.198497031265826,3300.0
0,0,1,1.3862943611198906,5.5254529391317835,4250.0
0,1,0,1.6094379124341003,5.697093486505405,15500.0
0,0,0,1.0986122886681096,4.394449154672439,1600.0
0,1,0,1.3862943611198906,5.484796933490655,6000.0
0,0,1,1.0986122886681096,4.709530201312334,3000.0
0,0,0,1.3862943611198906,5.017279836814924,2600.0
1,0,0,1.3862943611198906,4.709530201312334,1800.0
0,0,1,1.3862943611198906,5.707110264748875,7500.0
1,0,0,1.0986122886681096,4.499809670330265,2600.0
0,0,1,1.3862943611198906,5.198497031265826,6000.0
1,0,0,0.6931471805599453,3.4339872044851463,1100.0
0,0,1,1.0986122886681096,4.2626798770413155,1100.0
0,0,0,1.3862943611198906,4.2626798770413155,1300.0
1,0,0,1.3862943611198906,4.61512051684126,1800.0
0,0,0,0.6931471805599453,3.713572066704308,850.0
0,0,1,1.6094379124341003,5.860786223465865,7000.0
1,0,0,1.6094379124341003,5.420534999272286,2500.0
1,0,0,1.6094379124341003,5.831882477283517,6000.0
0,0,1,1.6094379124341003,6.042632833682381,45000.0
0,1,0,1.6094379124341003,5.993961427306569,7500.0
1,0,0,0.6931471805599453,4.2626798770413155,1600.0
0,0,0,1.0986122886681096,4.02535169073515,1600.0
0,1,0,1.0986122886681096,3.9318256327243257,1450.0
1,0,0,0.6931471805599453,3.258096538021482,1000.0
0,1,0,0.6931471805599453,3.9318256327243257,900.0
1,0,0,0.6931471805599453,3.713572066704308,500.0
0,1,0,0.6931471805599453,4.110873864173311,1000.0
0,1,0,1.0986122886681096,5.017279836814924,2500.0
0,0,0,1.3862943611198906,5.303304908059076,2200.0
0,0,1,1.3862943611198906,5.14166355650266,12000.0
0,0,0,1.6094379124341003,5.081404364984463,4000.0
0,0,1,1.3862943611198906,5.017279836814924,3700.0
0,1,0,0.6931471805599453,3.58351893845611,600.0
0,0,0,1.0986122886681096,4.875197323201151,1996.0
0,0,1,1.9459101490553132,6.042632833682381,19500.0
0,0,0,1.0986122886681096,3.9318256327243257,1050.0
0,0,1,1.6094379124341003,6.2166061010848646,15000.0
0,0,1,1.3862943611198906,5.337538079701318,1500.0
0,0,0,0.6931471805599453,3.9318256327243257,900.0
0,0,0,0.6931471805599453,4.07753744390572,1200.0
0,0,1,1.0986122886681096,5.081404364984463,4000.0
0,1,0,1.6094379124341003,5.886104031450156,16000.0
0,0,0,0.6931471805599453,3.9318256327243257,800.0
0,1,0,1.3862943611198906,5.017279836814924,2800.0
0,0,1,0.6931471805599453,3.4965075614664802,750.0
0,1,0,0.6931471805599453,3.828641396489095,1250.0
0,0,1,1.9459101490553132,6.55250788703459,25000.0
0,0,0,1.3862943611198906,5.017279836814924,2000.0
0,1,0,1.6094379124341003,7.00397413672268,35000.0
0,0,0,0.6931471805599453,3.9318256327243257,1000.0
0,1,0,1.6094379124341003,5.303304908059076,10000.0
1,0,0,1.3862943611198906,4.812184355372417,2000.0
0,1,0,1.791759469228055,5.303304908059076,4000.0
0,1,0,1.0986122886681096,4.110873864173311,1100.0
1,0,0,0.6931471805599453,3.58351893845611,700.0
0,0,0,1.6094379124341003,5.181783550292085,2500.0
0,0,0,1.3862943611198906,5.484796933490655,4200.0
0,1,0,0.6931471805599453,3.58351893845611,750.0
0,0,0,1.0986122886681096,4.61512051684126,2500.0
0,0,0,1.3862943611198906,4.61512051684126,1600.0
0,0,0,1.0986122886681096,4.709530201312334,3000.0
0,0,1,1.3862943611198906,4.948759890378168,5000.0
1,0,0,1.3862943611198906,5.5254529391317835,3000.0
0,1,0,1.0986122886681096,4.394449154672439,1600.0
0,0,0,1.0986122886681096,4.330733340286331,1200.0
0,0,1,1.3862943611198906,5.062595033026967,4000.0
0,0,0,1.3862943611198906,2.3978952727983707,1500.0
0,0,0,1.3862943611198906,5.198497031265826,2000.0
0,0,0,1.0986122886681096,3.9318256327243257,800.0
0,0,1,0.6931471805599453,3.5553480614894135,900.0
0,1,0,1.0986122886681096,4.795790545596741,2200.0
0,0,0,0.6931471805599453,3.58351893845611,750.0
1,0,0,1.3862943611198906,4.51085950651685,2700.0
0,0,0,0.6931471805599453,4.02535169073515,1050.0
0,0,1,1.6094379124341003,6.53813982376767,40000.0
0,0,1,1.3862943611198906,5.198497031265826,3000.0
0,1,0,1.6094379124341003,5.3612921657094255,4000.0
0,1,0,1.0986122886681096,4.394449154672439,2200.0
0,0,0,1.0986122886681096,4.304065093204169,1500.0
0,0,1,1.6094379124341003,5.303304908059076,3500.0
0,1,0,0.6931471805599453,3.4339872044851463,1000.0
1,0,0,0.6931471805599453,3.9318256327243257,700.0
0,0,0,1.3862943611198906,4.61512051684126,1600.0
0,1,0,1.3862943611198906,5.638354669333745,14200.0
0,0,0,1.3862943611198906,4.2626798770413155,1500.0
0,0,1,1.791759469228055,6.90875477931522,48000.0
0,0,1,0.6931471805599453,4.110873864173311,1000.0
0,0,1,0.6931471805599453,4.61512051684126,12000.0
0,0,1,1.6094379124341003,6.803505257608338,45000.0
1,0,0,1.3862943611198906,5.771441123130016,2500.0
1,0,0,0.6931471805599453,4.2626798770413155,1400.0
0,0,0,0.6931471805599453,3.9318256327243257,950.0
0,1,0,0.6931471805599453,3.828641396489095,750.0
1,0,0,1.9459101490553132,9.210440366976517,4000.0
1,0,0,0.6931471805599453,3.713572066704308,700.0
0,0,1,1.3862943611198906,5.25227342804663,4000.0
0,0,1,1.3862943611198906,5.707110264748875,7500.0
1,0,0,1.0986122886681096,3.4339872044851463,1100.0
0,1,0,1.3862943611198906,5.017279836814924,6000.0
0,0,1,1.3862943611198906,5.017279836814924,4000.0
0,0,0,1.0986122886681096,3.8918202981106265,900.0
0,1,0,1.791759469228055,5.303304908059076,4000.0
1,0,0,0.6931471805599453,3.9318256327243257,1000.0
0,0,1,1.0986122886681096,5.081404364984463,4500.0
0,1,0,1.3862943611198906,5.3981627015177525,2800.0
0,1,0,0.6931471805599453,4.672828834461906,11000.0
1,0,0,1.3862943611198906,5.017279836814924,1600.0
0,1,0,1.0986122886681096,3.9318256327243257,1500.0
0,0,1,1.0986122886681096,5.442417710521793,4300.0
1,0,0,0.6931471805599453,3.9318256327243257,1100.0
1,0,0,0.6931471805599453,3.9318256327243257,700.0
0,1,0,1.3862943611198906,5.484796933490655,8500.0
1,0,0,1.0986122886681096,4.110873864173311,1700.0
0,1,0,1.0986122886681096,4.110873864173311,1800.0
0,0,0,1.791759469228055,6.0844994130751715,14000.0
0,1,0,1.0986122886681096,5.049856007249537,3900.0
0,0,0,0.6931471805599453,3.713572066704308,720.0
0,1,0,2.1972245773362196,6.54534966033442,20980.0
0,0,1,1.3862943611198906,5.786897381366708,17500.0
0,0,1,1.6094379124341003,6.3561076606958915,11000.0
0,0,1,1.3862943611198906,5.303304908059076,3500.0
0,0,0,1.3862943611198906,5.407171771460119,2700.0
0,0,0,1.6094379124341003,6.957497370876951,12000.0
0,0,0,0.6931471805599453,3.8918202981106265,800.0
0,1,0,1.3862943611198906,4.2626798770413155,1500.0
0,0,1,1.3862943611198906,4.718498871295094,3000.0
0,1,0,1.6094379124341003,5.723585101952381,20000.0
0,0,1,1.3862943611198906,5.5254529391317835,8000.0
1,0,0,1.0986122886681096,4.2626798770413155,1300.0
0,0,0,1.3862943611198906,4.795790545596741,1800.0
1,0,0,1.0986122886681096,4.736198448394496,3800.0
0,0,1,1.6094379124341003,5.707110264748875,7500.0
0,0,0,0.6931471805599453,2.3978952727983707,550.0
0,0,0,1.3862943611198906,4.61512051684126,2000.0
0,1,0,0.6931471805599453,3.828641396489095,1200.0
0,0,1,1.6094379124341003,6.535241271013659,32000.0
0,1,0,1.3862943611198906,4.61512051684126,2500.0
0,0,1,1.3862943611198906,4.709530201312334,5000.0
0,0,1,1.3862943611198906,5.25227342804663,2500.0
0,1,0,0.6931471805599453,3.4339872044851463,700.0
0,0,0,0.6931471805599453,3.58351893845611,800.0
0,1,0,1.791759469228055,6.255750041753367,28000.0
1,0,0,1.3862943611198906,4.836281906951478,2500.0
0,0,1,1.3862943611198906,5.5254529391317835,15000.0
1,0,0,1.6094379124341003,6.478509642208569,4000.0
0,0,1,2.3978952727983707,6.621405651764134,28000.0
0,0,0,1.6094379124341003,5.638354669333745,3800.0
0,0,1,1.3862943611198906,5.176149732573829,9850.0
0,1,0,1.0986122886681096,3.713572066704308,1600.0
0,0,1,1.3862943611198906,5.14166355650266,3200.0
0,1,0,0.6931471805599453,3.9318256327243257,650.0
0,0,1,1.0986122886681096,4.795790545596741,3300.0
1,0,0,0.6931471805599453,4.2626798770413155,600.0
1,0,0,1.3862943611198906,6.1092475827643655,4850.0
0,1,0,0.6931471805599453,3.258096538021482,400.0
0,0,0,1.0986122886681096,4.110873864173311,1000.0
0,0,0,0.6931471805599453,4.836281906951478,700.0
1,0,0,1.3862943611198906,5.017279836814924,2600.0
1,0,0,0.6931471805599453,3.58351893845611,700.0
0,0,1,1.6094379124341003,5.303304908059076,3200.0
1,0,0,1.3862943611198906,5.407171771460119,3600.0
1,0,0,0.6931471805599453,3.828641396489095,550.0
1,0,0,1.0986122886681096,4.110873864173311,1100.0
0,0,0,1.0986122886681096,4.110873864173311,1300.0
0,0,0,0.6931471805599453,3.9318256327243257,700.0
0,1,0,1.0986122886681096,3.9318256327243257,825.0
0,1,0,1.791759469228055,6.111467339502679,6000.0
0,0,0,1.3862943611198906,5.420534999272286,3500.0
1,0,0,1.6094379124341003,6.111467339502679,3300.0
0,0,0,1.3862943611198906,5.017279836814924,2200.0
0,1,0,1.0986122886681096,3.4339872044851463,950.0
0,1,0,1.0986122886681096,4.795790545596741,1600.0
1,0,0,1.0986122886681096,4.2626798770413155,800.0
0,1,0,1.6094379124341003,5.739792912179234,30000.0
0,1,0,1.3862943611198906,5.707110264748875,15000.0
0,1,0,0.6931471805599453,3.9318256327243257,800.0
0,0,1,0.6931471805599453,3.9318256327243257,2000.0
0,1,0,0.6931471805599453,3.4339872044851463,650.0
1,0,0,1.0986122886681096,4.795790545596741,1900.0
