zona,quartos,area,preco
oeste,,120.0,3000.0
oeste,5.0,450.0,6000.0
oeste,4.0,500.0,8000.0
oeste,1.0,25.0,700.0
oeste,5.0,570.0,20000.0
oeste,,266.0,6800.0
oeste,2.0,100.0,2100.0
oeste,2.0,110.0,1840.0
oeste,3.0,220.0,2800.0
oeste,3.0,150.0,2800.0
oeste,1.0,50.0,800.0
oeste,3.0,220.0,2800.0
oeste,4.0,297.0,15500.0
oeste,,400.0,15000.0
oeste,3.0,350.0,6500.0
oeste,4.0,520.0,12000.0
oeste,2.0,150.0,2500.0
oeste,,280.0,9500.0
oeste,4.0,641.0,9000.0
oeste,,350.0,10000.0
oeste,4.0,350.0,6000.0
oeste,,350.0,9000.0
oeste,1.0,50.0,900.0
oeste,,290.0,5500.0
oeste,4.0,450.0,6000.0
oeste,2.0,120.0,2200.0
oeste,1.0,40.0,1400.0
oeste,2.0,100.0,1750.0
oeste,3.0,100.0,2500.0
oeste,4.0,431.0,10000.0
oeste,1.0,43.0,800.0
oeste,3.0,166.0,4500.0
oeste,3.0,130.0,3000.0
oeste,3.0,100.0,4500.0
oeste,2.0,80.0,1500.0
oeste,3.0,140.0,3300.0
oeste,3.0,380.0,15000.0
oeste,5.0,300.0,3600.0
oeste,3.0,450.0,5000.0
oeste,,155.0,3900.0
oeste,2.0,320.0,10000.0
oeste,3.0,220.0,2800.0
oeste,4.0,540.0,7800.0
oeste,3.0,300.0,15000.0
oeste,6.0,396.0,50000.0
oeste,3.0,150.0,6000.0
oeste,4.0,524.0,50000.0
oeste,3.0,220.0,2800.0
oeste,,240.0,6000.0
oeste,4.0,280.0,13000.0
oeste,3.0,347.0,12000.0
oeste,4.0,170.0,5500.0
oeste,4.0,400.0,7500.0
oeste,17.0,600.0,45000.0
oeste,5.0,200.0,4000.0
oeste,,280.0,14200.0
oeste,4.0,280.0,9000.0
oeste,3.0,325.0,14000.0
oeste,5.0,300.0,26000.0
oeste,3.0,700.0,11000.0
oeste,3.0,257.0,8000.0
oeste,3.0,325.0,22000.0
oeste,3.0,360.0,14000.0
oeste,5.0,200.0,4000.0
oeste,3.0,300.0,16000.0
oeste,7.0,400.0,12000.0
oeste,3.0,200.0,10000.0
oeste,4.0,890.0,55000.0
oeste,8.0,695.0,20980.0
oeste,4.0,200.0,14500.0
oeste,3.0,200.0,5000.0
oeste,3.0,350.0,12000.0
oeste,4.0,210.0,13000.0
oeste,1.0,157.0,7000.0
oeste,3.0,140.0,12000.0
oeste,,520.0,28000.0
oeste,2.0,70.0,1400.0
oeste,3.0,188.0,8000.0
oeste,4.0,600.0,15000.0
oeste,12.0,481.0,25000.0
oeste,4.0,359.0,16000.0
oeste,6.0,815.0,25000.0
oeste,4.0,190.0,7300.0
oeste,4.0,250.0,7000.0
oeste,5.0,300.0,15000.0
oeste,4.0,491.0,24000.0
oeste,4.0,305.0,20000.0
oeste,2.0,425.0,26000.0
oeste,4.0,456.0,18000.0
oeste,4.0,400.0,12000.0
oeste,,186.0,11000.0
oeste,8.0,250.0,16000.0
oeste,,220.0,16000.0
oeste,3.0,250.0,17000.0
oeste,1.0,260.0,10000.0
oeste,4.0,310.0,30000.0
oeste,2.0,200.0,10000.0
oeste,3.0,212.0,5900.0
oeste,4.0,257.0,2900.0
oeste,3.0,123.0,2500.0
oeste,3.0,240.0,8500.0
oeste,8.0,250.0,8000.0
oeste,4.0,376.0,10000.0
oeste,1.0,40.0,750.0
oeste,1.0,106.0,11000.0
oeste,10.0,616.0,90000.0
oeste,4.0,500.0,6000.0
oeste,4.0,500.0,6000.0
oeste,2.0,100.0,2200.0
oeste,3.0,250.0,3200.0
oeste,2.0,100.0,2300.0
oeste,2.0,40.0,1600.0
oeste,3.0,180.0,15000.0
oeste,3.0,330.0,8000.0
oeste,2.0,130.0,6000.0
oeste,4.0,300.0,6000.0
oeste,,186.0,11000.0
oeste,2.0,110.0,2500.0
oeste,2.0,100.0,1800.0
oeste,2.0,60.0,600.0
oeste,3.0,110.0,6400.0
oeste,4.0,213.0,10000.0
oeste,4.0,200.0,10000.0
oeste,3.0,400.0,18000.0
oeste,2.0,80.0,1250.0
oeste,,120.0,2200.0
oeste,3.0,210.0,2500.0
oeste,3.0,100.0,1400.0
oeste,2.0,250.0,11001.0
oeste,4.0,260.0,4400.0
oeste,2.0,250.0,4500.0
oeste,6.0,360.0,13200.0
oeste,4.0,210.0,2700.0
oeste,1.0,30.0,700.0
oeste,1.0,60.0,1000.0
oeste,3.0,160.0,5000.0
oeste,2.0,110.0,4500.0
oeste,1.0,35.0,750.0
oeste,1.0,70.0,1000.0
oeste,4.0,313.0,4000.0
oeste,6.0,376.0,11000.0
oeste,1.0,34.0,825.0
oeste,2.0,60.0,1100.0
oeste,2.0,60.0,1800.0
oeste,2.0,80.0,2200.0
